,Year,Sale Date,Sale Price,Property Location,Year Built,Garden,Garage,Type,Style,Bedrooms,Bathrooms,First Time Buyer
483,2022,Sold 2022-07-06,"€273,249.00",Summerston,1952,No,No,Bungalow,1-Storey,3,1,No
484,2022,Sold 2022-07-06,"€374,057.00",Summerston,1975,Yes,Yes,Detached,1-Storey,4,1,No
485,2022,Sold 2022-07-07,"€455,971.00",Oak Park,1969,Yes,No,Detached,1-Storey,3,1,Yes
486,2022,Sold 2022-07-07,"€432,492.00",Oak Park,1970,Yes,No,Detached,1.5-Storey,3,2,Yes
487,2022,Sold 2022-07-07,"€276,237.00",Oak Park,1969,No,Yes,Bungalow,1-Storey,3,1,YES
488,2022,Sold 2022-07-07,"€394,262.00",Oak Park,1965,Yes,No,Detached,1-Storey,3,2,No
489,2022,Sold 2022-07-07,"€ 348,274",Oak Park,1967,Yes,Yes,Detached,1-Storey,3,1,Yes
490,2022,Sold 2022-07-09,"€560,019.00",Brookville,2006,Yes,Yes,Detached,2-Storey,4,2,No
491,2022,Sold 2022-07-12,"€497,476.00",Brookville,2010,Yes,Yes,Detached,2-Storey,3,2,Yes
492,2022,Sold 2022-07-12,"€626,397.00",Brookville,2009,Yes,Yes,Detached,2-Storey,3,3,No
493,2022,Sold 2022-07-13,"€330,095.00",Summerston,2008,Yes,Yes,End-of-Terrace,2-Storey,4,2,No
494,2022,Sold 2022-07-13,"€488,824.00",Summerston,1930,Yes,No,Detached,1-Storey,4,2,No
495,2022,Sold 2022-07-14,"€177,802.00",Beacon Hill,1961,Yes,Yes,Bungalow,1-Storey,2,1,Yes
496,2022,Sold 2022-07-15,"€346,021.00",Oak Park,1961,Yes,Yes,Detached,1-Storey,3,1,Yes
497,2022,Sold 2022-07-15,"€246,998.00",Oak Park,1962,Yes,Yes,Bungalow,1-Storey,3,1,Yes
498,2022,Sold 2022-07-15,"€662,360.00",Oak Park,Unknown,Yes,Yes,Detached,1.5-Storey,5,2,No
499,2022,Sold 2022-07-16,"€ 596,146",Brookville,2010,Yes,Yes,Detached,2-Storey,3,2,Yes
500,2022,Sold 2022-07-16,"€602,939.00",Brookville,2015,Yes,Yes,Detached,2-Storey,3,2,NO
501,2022,Sold 2022-07-16,"€313,512.00",Brookville,2016,Yes,No,Semi-Detached,1-Storey,1,1,No
502,2022,Sold 2022-07-16,"€305,107.00",Brookville,1992,Yes,No,Detached,1-Storey,3,2,No
503,2022,Sold 17 July 2022,"€462,789.00",Avoca,2017,Yes,No,Detached,2-Storey,3,2,No
504,2022,Sold 2022-07-18,"€551,867.00",Avoca,2016,Yes,No,Semi-Detached,1-Storey,2,2,Yes
505,2022,Sold 2022-07-19,"€361,880.00",Oak Park,1977,Yes,No,Detached,1-Storey,3,1,No
506,2022,Sold 2022-07-21,"€306,518.00",Beacon Hill,1941,Yes,Yes,Detached,1-Storey,3,1,Yes
507,2022,Sold 2022-07-21,"€216,567.00",Beacon Hill,c1928,Yes,No,Bungalow,1-Storey,2,2,Yes
508,2022,Sold 2022-07-21,"€ 432,692",Summerston,2015,Yes,No,Detached,2-Storey,3,2,No
509,2022,Sold 2022-07-21,"€342,070.00",Summerston,2011,Yes,No,Semi-Detached,1.5-Storey,2,1,NO
510,2022,Sold 23 July 2022,"€ 632,494",Summerston,1947,Yes,Yes,Detached,2-Storey,4,2,Yes
511,2022,Sold 2022-07-24,"€483,772.00",Porter Square,2016,Yes,Yes,Semi-D,2-Storey,3,2,No
512,2022,Sold 2022-07-24,"€624,247.00",Porter Square,2018,Yes,No,Detached,1-Storey,3,2,No
513,2022,Sold 2022-07-24,"€437,143.00",Porter Square,2004,Yes,Yes,Semi-Detached,2-Storey,2,3,NO
514,2022,Sold 2022-07-24,"€455,680.00",Porter Square,2020,Yes,Yes,Detached,1-Storey,3,2,NO
515,2022,Sold 24 July 2022,"€444,488.00",Porter Square,2020,Yes,No,Detached,1-Storey,3,2,No
516,2022,Sold 24 July 2022,"€ 519,763",Porter Square,2016,Yes,No,Semi-Detached,1-Storey,2,2,Yes
517,2022,Sold 2022-07-24,"€497,445.00",Porter Square,2020,Yes,No,Semi-Detached,1-Storey,1,1,No
518,2022,Sold 2022-07-25,"€376,161.00",Oak Park,1976,Yes,No,Detached,1-Storey,3,1,Yes
519,2022,Sold 2022-07-27,"€ 477,455",Avoca,2009,Yes,Yes,Detached,2-Storey,3,2,NO
520,2022,Sold 2022-07-27,"€897,913.00",Rivermount,1905,Yes,Yes,Detached,2-Storey,3,3,No
521,2022,Sold 2022-07-28,"€676,128.00",Porter Square,2017,Yes,Yes,Detached,2-Storey,3,2,No
522,2022,Sold 2022-07-28,"€503,103.00",Avoca,2017,Yes,Yes,Detached,1.5-Storey,2,2,Yes
523,2022,Sold 2022-07-29,"€ 332,465",Oak Park,1966,Yes,No,Detached,1-Storey,2,1,Yes
524,2022,Sold 2022-07-29,"€392,741.00",Oak Park,1981,Yes,Yes,Detached,1-Storey,3,1,No
525,2022,Sold 2022-07-29,"€335,487.00",Beacon Hill,1940,Yes,Yes,Detached,1-Storey,3,1,Yes
526,2022,Sold 29 July 2022,"€215,733.00",Oak Park,1966,Yes,???,Duplex,1-Storey,3,3,Yes
527,2022,Sold 29 July 2022,"€124,721.00",Beacon Hill,1947,Yes,No,Bungalow,1-Storey,2,1,Yes
528,2022,Sold 2022-07-29,"€216,742.00",Beacon Hill,1931,Yes,Yes,Bungalow,1-Storey,2,1,No
529,2022,Sold 2022-07-31,"€ 470,222",Oak Park,1973,Yes,Yes,Detached,1.5-Storey,3,1,No
530,2022,Sold 2022-07-31,"€476,327.00",Oak Park,1976,Yes,No,Detached,1-Storey,3,2,No
531,2022,Sold 31 July 2022,"€499,509.00",Brookville,2008,Yes,Yes,Detached,1-Storey,3,2,No
532,2022,Sold 2022-07-31,"€334,460.00",Brookville,1987,Yes,???,Detached,1-Storey,3,1,No
533,2022,Sold 2022-08-01,"€469,379.00",Avoca,2006,Yes,Yes,Detached,2-Storey,4,2,No
534,2022,Sold 2022-08-01,"€775,704.00",Avoca,2015,???,Yes,Detached,2-Storey,3,2,Yes
535,2022,Sold 2022-08-01,"€444,085.00",Avoca,2005,Yes,Yes,Detached,1.5-Storey,3,2,No
536,2022,Sold 2022-08-02,"€286,949.00",Rivermount,1942,Yes,Yes,Det.,1-Storey,3,1,No
537,2022,Sold 2022-08-02,"€273,496.00",Rivermount,1966,Yes,???,Bungalow,1-Storey,2,1,Yes
538,2022,Sold 2022-08-03,"€308,047.00",Broomhouse,1983,Yes,No,Detached,1.5-Storey,3,1,No
539,2022,Sold 2022-08-03,"€472,711.00",Porter Square,2011,No,Yes,End-of-Terrace,2-Storey,3,2,No
540,2022,Sold 2022-08-03,"€ 345,263",Broomhouse,1980,Yes,No,Det.,1-Storey,3,1,Yes
541,2022,Sold 2022-08-04,"€377,048.00",Oak Park,1971,Yes,Yes,Detached,1-Storey,3,1,Yes
542,2022,Sold 2022-08-09,"€346,288.00",Beacon Hill,c1932,Yes,No,Detached,2-Storey,4,1,Yes
543,2022,Sold 2022-08-09,"€196,948.00",Beacon Hill,1942,Yes,Yes,Bungalow,1-Storey,2,1,No
544,2022,Sold 2022-08-09,"€344,163.00",Beacon Hill,1941,Yes,Yes,Detached,1-Storey,2,1,No
545,2022,Sold 2022-08-13,"€240,475.00",Summerston,1939,Yes,No,Bungalow,1-Storey,2,1,Yes
546,2022,Sold 2022-08-13,"€367,244.00",Summerston,2015,No,No,Semi-Detached,1.5-Storey,2,1,No
547,2022,Sold 2022-08-13,"€319,794.00",Summerston,1962,Yes,No,Terraced,1-Storey,3,1,Yes
548,2022,Sold 2022-08-15,"€272,479.00",Rivermount,1963,Yes,Yes,Detached,1-Storey,3,1,No
549,2022,Sold 2022-08-15,"€276,423.00",Rivermount,1958,No,Yes,Bungalow,1-Storey,2,1,NO
550,2022,Sold 2022-08-15,"€268,637.00",Rivermount,1912,No,No,Terraced,2-Storey,3,2,Yes
551,2022,Sold 2022-08-17,"€351,975.00",Broomhouse,1975,Yes,Yes,Detached,1-Storey,2,1,No
552,2022,Sold 2022-08-17,"€459,843.00",Avoca,2008,Yes,No,Detached,2-Storey,3,2,No
553,2022,Sold 2022-08-17,"€273,469.00",Broomhouse,1952,No,Yes,Bungalow,1-Storey,2,1,Yes
554,2022,Sold 2022-08-19,"€676,730.00",Porter Square,2015,Yes,Yes,Detached,2-Storey,3,2,Yes
555,2022,Sold 2022-08-20,"€327,986.00",Rivermount,1921,???,No,Terraced,2-Storey,4,2,Yes
556,2022,Sold 2022-08-20,"€298,124.00",Rivermount,1938,Yes,Yes,Detached,1-Storey,2,1,Yes
557,2022,Sold 2022-08-25,"€289,587.00",Oak Park,1976,No,No,Duplex,1-Storey,5,2,No
558,2022,Sold 2022-08-25,"€283,413.00",Oak Park,1975,Yes,Yes,Detached,1-Storey,3,1,Yes
559,2022,Sold 2022-08-27,"€325,877.00",Oak Park,1972,Yes,Yes,Detached,1.5-Storey,4,2,Yes
560,2022,Sold 2022-08-28,"€348,145.00",Broomhouse,1960,Yes,No,Detached,1-Storey,4,2,Yes
561,2022,Sold 2022-09-03,"€491,554.00",Brookville,2016,Yes,Yes,Detached,2-Storey,3,2,No
562,2022,Sold 2022-09-03,"€611,758.00",Brookville,2007,Yes,Yes,Detached,2-Storey,4,3,No
563,2022,Sold 2022-09-04,"€163,897.00",Summerston,1926,Yes,No,Bungalow,1-Storey,2,1,NO
564,2022,Sold 2022-09-06,"€373,409.00",Broomhouse,1974,Yes,Yes,Detached,1-Storey,2,1,YES
565,2022,Sold 2022-09-07,"€ 378,546",Summerston,c1912,No,No,Duplex,1-Storey,4,2,No
566,2022,Sold 2022-09-07,"€283,659.00",Summerston,1965,Yes,Yes,Bungalow,1-Storey,2,3,Yes
567,2022,Sold 2022-09-11,"€326,973.00",Summerston,1952,Yes,No,Terraced,1-Storey,4,2,Yes
568,2022,Sold 2022-09-13,"€300,680.00",Summerston,1967,???,No,Duplex,1-Storey,4,2,NO
569,2022,Sold 13 September 2022,"€347,449.00",Summerston,2020,No,No,End-of-Terrace,2-Storey,3,2,No
570,2022,Sold 2022-09-14,"€618,408.00",Brookville,2014,Yes,Yes,Detached,1-Storey,3,2,Yes
571,2022,Sold 2022-09-15,"€599,162.00",Brookville,2013,Yes,Yes,Detached,2-Storey,3,2,Yes
572,2022,Sold 2022-09-16,"€ 785,212",Brookville,Unknown,Yes,No,Detached,2-Storey,3,2,Yes
573,2022,Sold 2022-09-19,"€591,894.00",Brookville,2014,Yes,Yes,Detached,1-Storey,3,2,Yes
574,2022,Sold 2022-09-19,"€653,407.00",Brookville,2006,Yes,Yes,Detached,2-Storey,4,2,Yes
575,2022,Sold 2022-09-23,"€445,744.00",Oak Park,1964,Yes,Yes,Detached,1-Storey,3,1,No
576,2022,Sold 2022-09-23,"€361,790.00",Oak Park,1973,Yes,Yes,Detached,1-Storey,3,1,No
577,2022,Sold 2022-10-08,"€361,534.00",Oak Park,1974,Yes,No,Detached,1-Storey,3,1,No
578,2022,Sold 2022-10-08,"€332,369.00",Oak Park,1954,Yes,Yes,Detached,1-Storey,4,1,Yes
579,2022,Sold 2022-10-10,"€585,286.00",Brookville,2004,Yes,Yes,Detached,1-Storey,3,2,No
580,2022,Sold 2022-10-11,"€ 362,178",Oak Park,1975,Yes,Yes,Detached,2-Storey,4,1,Yes
581,2022,Sold 2022-10-11,"€295,844.00",Oak Park,1965,Yes,Yes,Detached,1-Storey,3,1,No
582,2022,Sold 2022-10-13,"€661,812.00",Porter Square,2019,Yes,No,Detached,1-Storey,3,2,No
583,2022,Sold 2022-10-16,"€360,885.00",Oak Park,1964,Yes,Yes,Detached,1-Storey,2,2,Yes
584,2022,Sold 2022-10-16,"€327,957.00",Oak Park,1971,Yes,Yes,Det.,1-Storey,3,1,Yes
585,2022,Sold 2022-10-16,"€303,734.00",Oak Park,1958,Yes,No,Detached,1-Storey,3,1,No
586,2022,Sold 2022-10-17,"€433,300.00",Oak Park,1967,Yes,No,Detached,1.5-Storey,3,1,No
587,2022,Sold 2022-10-17,"€328,353.00",Oak Park,1973,Yes,Yes,Detached,1-Storey,3,1,No
588,2022,Sold 2022-10-19,"€262,808.00",Rivermount,1921,Yes,Yes,Detached,2-Storey,3,2,Yes
589,2022,Sold 19 October 2022,"€229,315.00",Rivermount,1964,No,No,Terraced,1-Storey,2,1,Yes
590,2022,Sold 2022-10-19,"€420,337.00",Rivermount,1940,Yes,Yes,Det.,2-Storey,3,2,Yes
591,2022,Sold 2022-10-20,"€336,713.00",Oak Park,1954,Yes,No,Duplex,2-Storey,4,2,Yes
592,2022,Sold 2022-10-20,"€291,596.00",Oak Park,1979,Yes,Yes,Detached,1-Storey,4,1,No
593,2022,Sold 2022-10-20,"€278,527.00",Oak Park,1978,Yes,No,Bungalow,1-Storey,3,1,Yes
594,2022,Sold 2022-10-22,"€359,115.00",Brookville,2020,Yes,No,Semi-Detached,1-Storey,1,1,No
595,2022,Sold 2022-10-22,"€499,684.00",Brookville,2017,Yes,No,Detached,2-Storey,3,2,No
596,2022,Sold 2022-10-25,"€452,422.00",Avoca,2010,Yes,No,Detached,2-Storey,4,2,No
597,2022,Sold 2022-10-25,"€438,800.00",Avoca,1996,Yes,???,Detached,1-Storey,4,2,No
598,2022,Sold 2022-10-25,"€400,863.00",Avoca,Unknown,No,No,End-of-Terrace,2-Storey,2,2,Yes
599,2022,Sold 2022-10-31,"€455,746.00",Avoca,2011,No,No,End-of-Terrace,2-Storey,2,2,NO
600,2022,Sold 2022-10-31,"€516,049.00",Avoca,2006,Yes,No,Detached,2-Storey,3,2,No
601,2022,Sold 2022-11-02,"€272,022.00",Oak Park,1987,Yes,Yes,Bungalow,1-Storey,2,1,Yes
602,2022,Sold 2022-11-02,"€ 426,604",Oak Park,1970,Yes,Yes,Detached,1-Storey,3,1,No
603,2022,Sold 2022-11-09,"€389,757.00",Brookville,1989,Yes,No,Detached,1.5-Storey,3,2,No
604,2022,Sold 2022-11-15,"€369,152.00",Oak Park,1977,Yes,No,Duplex,1-Storey,5,2,No
605,2022,Sold 28 November 2022,"€652,784.00",Oak Park,1972,Yes,No,Detached,1-Storey,4,2,Yes
606,2022,Sold 28 November 2022,"€318,847.00",Oak Park,1963,Yes,No,Detached,1-Storey,3,1,Yes
607,2022,Sold 2022-11-30,"€363,787.00",Rivermount,1973,Yes,Yes,Detached,1-Storey,2,1,No
608,2022,Sold 2022-11-30,"€338,300.00",Rivermount,1966,Yes,Yes,Detached,1-Storey,4,2,Yes
609,2022,Sold 03 December 2022,"€404,125.00",Oak Park,1975,Yes,Yes,Detached,1-Storey,3,2,No
610,2022,Sold 2022-12-04,"€353,180.00",Oak Park,1963,Yes,Yes,Detached,1-Storey,3,1,No
611,2022,Sold 2022-12-04,"€ 381,791",Oak Park,1977,Yes,Yes,Detached,1-Storey,2,1,Yes
612,2022,Sold 2022-12-05,"€432,348.00",Oak Park,Unknown,Yes,Yes,Detached,1.5-Storey,3,1,No
613,2022,Sold 2022-12-13,"€618,409.00",Brookville,2011,Yes,Yes,Detached,2-Storey,3,2,No
614,2022,Sold 2022-12-14,"€312,127.00",Rivermount,1884,Yes,No,Detached,2-Storey,4,2,No
615,2022,Sold 2022-12-14,"€130,498.00",Rivermount,1952,Yes,No,Bungalow,1-Storey,2,1,Yes
616,2022,Sold 2022-12-14,"€223,177.00",Rivermount,Unknown,Yes,No,Bungalow,1-Storey,2,1,No
617,2022,Sold 2022-12-20,"€361,890.00",Broomhouse,1970,Yes,Yes,Detached,1.5-Storey,3,1,No
618,2022,Sold 2022-12-23,"€572,127.00",Brookville,2014,Yes,Yes,Detached,1-Storey,3,2,Yes
619,2022,Sold 2022-12-23,"€577,885.00",Brookville,2018,Yes,Yes,Detached,2-Storey,3,2,No
620,2022,Sold 2022-12-29,"€243,818.00",Rivermount,1968,Yes,Yes,Bungalow,1-Storey,2,1,No
621,2023,Sold 2023-01-04,"€336,864.00",Summerston,1961,Yes,Yes,Detached,1-Storey,3,1,NO
622,2023,Sold 04 January 2023,"€ 205,541",Summerston,1968,No,Yes,Bungalow,1-Storey,3,1,Yes
623,2023,Sold 2023-01-09,"€ 749,364",Avoca,2016,Yes,Yes,Detached,1-Storey,3,2,Yes
624,2023,Sold 2023-01-09,"€959,645.00",Avoca,2018,Yes,Yes,Detached,1-Storey,4,2,No
625,2023,Sold 2023-01-14,"€809,721.00",Brookville,2020,Yes,Yes,Detached,1-Storey,3,2,Yes
626,2023,Sold 2023-01-20,"€209,004.00",Summerston,1969,No,Yes,Bungalow,1-Storey,3,1,Yes
627,2023,Sold 2023-01-20,"€304,122.00",Summerston,1967,Yes,No,Terraced,1-Storey,3,1,Yes
628,2023,Sold 2023-01-20,"€365,633.00",Summerston,1996,Yes,No,Detached,1-Storey,3,1,No
629,2023,Sold 2023-01-23,"€145,597.00",Beacon Hill,c1948,Yes,No,Bungalow,1-Storey,1,1,No
630,2023,Sold 2023-01-23,"€213,554.00",Beacon Hill,1958,Yes,No,Bungalow,1-Storey,2,1,Yes
631,2023,Sold 2023-01-30,"€448,312.00",Beacon Hill,1925,Yes,No,Detached,2-Storey,3,1,No
632,2023,Sold 30 January 2023,"€ 303,670",Beacon Hill,1938,Yes,Yes,Detached,1-Storey,2,1,Yes
633,2023,Sold 2023-02-02,"€684,643.00",Porter Square,2017,Yes,Yes,Detached,2-Storey,3,2,Yes
634,2023,Sold 2023-02-02,"€438,145.00",Porter Square,2009,Yes,No,Detached,1-Storey,2,2,No
635,2023,Sold 2023-02-04,"€201,655.00",Summerston,1966,Yes,Yes,Bungalow,1-Storey,2,1,No
636,2023,Sold 2023-02-04,"€ 301,421",Summerston,1996,Yes,No,Duplex,1.5-Storey,3,1,No
637,2023,Sold 2023-02-04,"€455,725.00",Brookville,2017,Yes,No,Detached,2-Storey,3,2,No
638,2023,Sold 04 February 2023,"€241,830.00",Summerston,1942,Yes,No,Bungalow,1-Storey,2,2,Yes
639,2023,Sold 04 February 2023,"€882,979.00",Summerston,2019,Yes,Yes,Detached,1-Storey,3,2,No
640,2023,Sold 04 February 2023,"€417,649.00",Summerston,2009,Yes,No,Detached,2-Storey,3,2,No
641,2023,Sold 2023-02-07,"€388,000.00",Oak Park,1965,Yes,Yes,Detached,1-Storey,2,1,Yes
642,2023,Sold 2023-02-12,"€505,081.00",Brookville,2017,???,Yes,Detached,1-Storey,3,3,No
643,2023,Sold 2023-02-12,"€587,834.00",Brookville,2009,Yes,Yes,Detached,2-Storey,3,2,Yes
644,2023,Sold 2023-02-19,"€437,170.00",Oak Park,1976,Yes,No,Detached,1-Storey,3,1,Yes
645,2023,Sold 2023-02-25,"€232,729.00",Rivermount,1965,No,No,Terraced,1-Storey,2,1,Yes
646,2023,Sold 2023-02-25,"€ 714,636",Rivermount,1939,Yes,No,Detached,1-Storey,5,2,Yes
647,2023,Sold 2023-02-26,"€515,942.00",Brookville,2019,Yes,Yes,Detached,1-Storey,2,2,No
648,2023,Sold 2023-03-04,"€692,634.00",Porter Square,2020,Yes,No,Det.,2-Storey,3,2,No
649,2023,Sold 2023-03-04,"€452,743.00",Porter Square,2011,Yes,Yes,Semi-Detached,2-Storey,3,2,No
650,2023,Sold 2023-03-05,"€449,334.00",Avoca,Unknown,Yes,Yes,Det.,2-Storey,3,3,No
651,2023,Sold 2023-03-05,"€ 463,259",Avoca,2016,Yes,No,Detached,2-Storey,3,2,No
652,2023,Sold 05 March 2023,"€764,121.00",Avoca,2016,Yes,Yes,Detached,1-Storey,3,2,No
653,2023,Sold 10 March 2023,"€457,511.00",Avoca,2006,Yes,No,Detached,2-Storey,3,2,Yes
654,2023,Sold 2023-03-16,"€609,450.00",Brookville,2014,Yes,No,Detached,1-Storey,3,2,No
655,2023,Sold 20 March 2023,"€204,870.00",Summerston,1952,Yes,Yes,Bungalow,1-Storey,1,1,No
656,2023,Sold 2023-03-21,"€919,995.00",Avoca,2019,Yes,Yes,Detached,1-Storey,2,2,Yes
657,2023,Sold 2023-03-23,"€437,798.00",Summerston,1976,Yes,No,Detached,1-Storey,3,1,No
658,2023,Sold 2023-03-24,"€305,992.00",Brookville,1984,Yes,Yes,Detached,1.5-Storey,2,1,No
659,2023,Sold 2023-03-24,"€768,079.00",Brookville,2013,Yes,No,Detached,2-Storey,4,2,Yes
660,2023,Sold 2023-03-24,"€ 525,164",Brookville,2010,Yes,No,Detached,2-Storey,3,2,No
661,2023,Sold 2023-03-24,"€547,549.00",Brookville,2003,Yes,No,Detached,1-Storey,3,2,NO
662,2023,Sold 2023-03-25,"€486,046.00",Avoca,2014,Yes,Yes,Detached,1.5-Storey,3,2,Yes
663,2023,Sold 2023-03-30,"€337,679.00",Broomhouse,1973,Yes,No,Detached,1-Storey,3,1,Yes
664,2023,Sold 2023-04-01,"€317,714.00",Oak Park,1979,Yes,No,Duplex,1-Storey,4,2,Yes
665,2023,Sold 2023-04-01,"€252,095.00",Oak Park,1961,Yes,Yes,Bungalow,1-Storey,3,1,Yes
666,2023,Sold 2023-04-02,"€276,791.00",Broomhouse,1983,Yes,No,Duplex,1-Storey,4,2,Yes
667,2023,Sold 2023-04-02,"€348,039.00",Broomhouse,1994,Yes,No,Detached,1.5-Storey,2,1,No
668,2023,Sold 2023-04-03,"€345,142.00",Brookville,1984,Yes,Yes,Detached,1.5-Storey,2,1,NO
669,2023,Sold 2023-04-08,"€757,402.00",Porter Square,2014,Yes,No,Detached,2-Storey,3,2,No
670,2023,Sold 2023-04-08,"€246,086.00",Summerston,1957,Yes,Yes,Bungalow,1-Storey,4,2,Yes
671,2023,Sold 2023-04-08,"€761,329.00",Porter Square,Unknown,Yes,Yes,Detached,2-Storey,3,2,Yes
672,2023,Sold 2023-04-08,"€738,244.00",Porter Square,Unknown,Yes,Yes,Detached,2-Storey,3,2,Yes
673,2023,Sold 2023-04-09,"€1,599,167.00",Avoca,2020,Yes,Yes,Detached,1-Storey,2,2,Yes
674,2023,Sold 2023-04-12,"€474,996.00",Avoca,2020,Yes,No,Detached,2-Storey,3,2,NO
675,2023,Sold 2023-04-12,"€552,777.00",Avoca,2019,Yes,No,End-of-Terrace,1-Storey,2,2,No
676,2023,Sold 2023-04-13,"€761,340.00",Porter Square,2020,Yes,Yes,Detached,2-Storey,3,2,Yes
677,2023,Sold 2023-04-13,"€634,723.00",Porter Square,2020,Yes,Yes,Detached,1-Storey,3,2,Yes
678,2023,Sold 2023-04-13,"€485,381.00",Porter Square,2018,Yes,Yes,End-of-Terrace,2-Storey,3,2,No
679,2023,Sold 2023-04-14,"€566,254.00",Brookville,2008,Yes,Yes,Detached,2-Storey,3,2,No
680,2023,Sold 2023-04-18,"€565,650.00",Brookville,2019,Yes,Yes,Detached,2-Storey,3,2,No
681,2023,Sold 2023-04-19,"€366,041.00",Beacon Hill,1948,Yes,No,Detached,1-Storey,3,1,Yes
682,2023,Sold 2023-04-19,"€257,190.00",Beacon Hill,c1942,Yes,Yes,Bungalow,1-Storey,2,1,No
683,2023,Sold 2023-04-20,"€489,086.00",Avoca,2005,Yes,Yes,Detached,2-Storey,3,2,No
684,2023,Sold 2023-04-20,"€ 523,781",Avoca,2014,Yes,???,Detached,2-Storey,3,2,No
685,2023,Sold 2023-04-20,"€448,963.00",Avoca,2017,Yes,Yes,Detached,2-Storey,4,2,No
686,2023,Sold 2023-04-24,"€503,308.00",Brookville,2016,Yes,Yes,Detached,2-Storey,3,2,No
687,2023,Sold 2023-04-24,"€359,114.00",Oak Park,1966,Yes,No,Detached,1-Storey,2,1,Yes
688,2023,Sold 2023-04-24,"€358,734.00",Oak Park,1970,Yes,Yes,Detached,1-Storey,3,2,No
689,2023,Sold 2023-04-29,"€261,324.00",Summerston,1951,No,No,Detached,2-Storey,4,1,No
690,2023,Sold 29 April 2023,"€347,884.00",Summerston,1968,Yes,Yes,Detached,1-Storey,3,1,No
691,2023,Sold 30 April 2023,"€299,719.00",Rivermount,1931,Yes,No,Detached,1-Storey,3,2,Yes
692,2023,Sold 2023-04-30,"€635,531.00",Avoca,2012,Yes,Yes,Detached,2-Storey,4,2,Yes
693,2023,Sold 2023-04-30,"€278,976.00",Rivermount,1959,No,Yes,Bungalow,1-Storey,2,1,No
694,2023,Sold 2023-04-30,"€740,001.00",Avoca,2014,Yes,Yes,Detached,2-Storey,3,2,NO
695,2023,Sold 2023-05-01,"€ 276,230",Beacon Hill,1928,Yes,Yes,Bungalow,1-Storey,2,1,Yes
696,2023,Sold 2023-05-05,"€556,756.00",Brookville,2020,Yes,???,Detached,2-Storey,3,2,NO
697,2023,Sold 2023-05-05,"€644,215.00",Brookville,Unknown,Yes,Yes,Detached,1-Storey,2,2,Yes
698,2023,Sold 2023-05-05,"€694,537.00",Brookville,2010,Yes,No,Detached,1-Storey,4,2,No
699,2023,Sold 06 May 2023,"€298,202.00",Beacon Hill,1937,Yes,Yes,Detached,1-Storey,3,1,No
700,2023,Sold 2023-05-10,"€354,655.00",Oak Park,1973,Yes,Yes,Detached,1-Storey,4,1,No
701,2023,Sold 2023-05-10,"€463,416.00",Oak Park,1974,Yes,No,Detached,1.5-Storey,3,1,No
702,2023,Sold 2023-05-11,"€398,411.00",Oak Park,1969,Yes,Yes,Detached,1-Storey,2,1,Yes
703,2023,Sold 12 May 2023,"€722,855.00",Rivermount,1892,Yes,Yes,Detached,2-Storey,4,1,Yes
704,2023,Sold 2023-05-12,"€233,782.00",Rivermount,Unknown,Yes,No,Terraced,1-Storey,3,2,No
705,2023,Sold 2023-05-12,"€693,957.00",Rivermount,1886,Yes,Yes,Detached,2-Storey,4,1,Yes
706,2023,Sold 2023-05-12,"€210,694.00",Rivermount,1934,Yes,Yes,Bungalow,1-Storey,2,1,No
707,2023,Sold 2023-05-13,"€276,024.00",Beacon Hill,1928,Yes,Yes,Bungalow,1-Storey,2,1,Yes
708,2023,Sold 13 May 2023,"€339,810.00",Oak Park,1960,Yes,Yes,Detached,1-Storey,2,1,No
709,2023,Sold 2023-05-13,"€294,317.00",Beacon Hill,1943,Yes,Yes,Detached,1-Storey,2,2,Yes
710,2023,Sold 2023-05-15,"€316,347.00",Brookville,1988,Yes,No,Detached,1-Storey,3,1,No
711,2023,Sold 2023-05-15,"€502,991.00",Brookville,2011,Yes,Yes,Detached,2-Storey,3,2,No
712,2023,Sold 2023-05-15,"€ 361,426",Brookville,2015,Yes,No,Semi-Detached,1-Storey,1,1,Yes
713,2023,Sold 2023-05-17,"€191,730.00",Beacon Hill,1956,Yes,No,Bungalow,1-Storey,3,1,No
714,2023,Sold 17 May 2023,"€599,193.00",Beacon Hill,1935,Yes,No,Detached,2-Storey,3,1,No
715,2023,Sold 2023-05-17,"€343,692.00",Beacon Hill,1930,Yes,Yes,Detached,1-Storey,2,1,Yes
716,2023,Sold 2023-05-17,"€95,856.00",Beacon Hill,1963,Yes,No,Bungalow,1-Storey,1,1,Yes
717,2023,Sold 2023-05-19,"€682,068.00",Porter Square,2017,???,No,Detached,2-Storey,3,2,No
718,2023,Sold 2023-05-19,"€435,118.00",Porter Square,2005,Yes,Yes,End-of-Terrace,2-Storey,2,2,NO
719,2023,Sold 2023-05-19,"€586,081.00",Porter Square,2013,Yes,No,Detached,2-Storey,4,2,No
720,2023,Sold 2023-05-20,"€603,349.00",Avoca,2011,Yes,No,Detached,2-Storey,3,2,No
721,2023,Sold 2023-05-21,"€340,608.00",Beacon Hill,1951,Yes,Yes,Detached,1-Storey,4,1,No
722,2023,Sold 2023-05-21,"€862,019.00",Brookville,2012,Yes,Yes,Detached,2-Storey,3,2,No
723,2023,Sold 2023-05-22,"€252,184.00",Summerston,Unknown,Yes,Yes,Bungalow,1-Storey,2,1,Yes
